Admission_grade,Previous_qualification_grade,Age_at_enrollment,Gender,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,AppMode_1,AppMode_2,AppMode_5,AppMode_7,AppMode_10,AppMode_15,AppMode_16,AppMode_17,AppMode_18,AppMode_26,AppMode_27,AppMode_39,AppMode_42,AppMode_43,AppMode_44,AppMode_51,AppMode_53,AppMode_57,Status_num
107.8,160.0,27,1,0,0,0,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128.2,140.0,30,0,0,0,0,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117.0,133.1,21,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110.4,116.0,19,1,0,0,1,6,6,11.5,6,6,12.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
170.0,120.0,34,0,0,0,1,5,2,11.5,5,4,11.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
100.0,141.0,18,1,0,0,1,7,7,11.828571428571427,8,7,12.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
117.0,110.0,21,1,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133.5,127.0,17,1,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128.0,132.0,19,0,0,1,1,7,6,12.966666666666669,7,6,12.966666666666669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122.1,135.0,18,1,0,0,1,6,6,13.833333333333334,6,6,13.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133.4,135.0,19,0,0,0,1,7,7,14.125714285714285,8,8,14.36875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
112.0,140.0,45,0,1,0,1,10,5,12.166666666666666,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130.0,133.1,26,0,0,0,1,6,6,12.666666666666666,6,4,12.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
100.0,100.0,51,1,0,0,1,4,0,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162.0,133.1,49,1,1,1,1,6,6,12.285714285714286,6,6,14.166666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
153.0,100.0,22,1,0,0,1,6,3,14.5,7,4,14.375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
131.4,137.0,22,1,0,0,1,5,2,10.0,5,1,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128.2,120.0,33,0,0,0,1,5,2,11.5,5,2,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.9,148.9,20,0,0,0,1,5,5,11.6,5,4,11.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
128.4,134.0,18,0,0,1,1,6,6,12.5,6,6,11.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.3,128.0,20,0,1,0,0,6,3,11.666666666666666,6,2,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,133.1,37,0,0,0,1,10,7,13.428571428571429,10,10,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
126.1,131.0,18,1,0,0,1,6,6,13.666666666666666,6,6,13.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111.7,118.0,19,0,0,0,1,6,6,12.5,6,6,12.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
140.0,140.0,21,0,0,0,1,6,6,13.0,6,4,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
122.2,133.0,20,0,0,0,1,7,6,12.783333333333331,8,7,12.842857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
118.7,126.0,19,0,0,0,1,7,0,0.0,8,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.5,125.0,20,0,0,0,1,7,4,13.5,7,4,11.225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134.5,138.0,18,0,0,0,1,7,7,13.457142857142856,8,8,15.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
127.0,140.0,19,0,0,0,1,8,7,13.44285714285714,8,7,13.44285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114.2,124.0,18,0,0,0,1,6,4,11.0,6,5,10.833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
125.3,133.0,18,0,0,1,1,6,6,11.333333333333334,6,6,12.285714285714286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
120.4,127.0,18,0,0,0,1,5,2,10.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.0,138.0,19,0,0,0,1,7,5,13.44,7,6,13.066666666666668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130.5,142.0,18,0,0,1,1,7,7,12.214285714285714,8,8,14.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
125.5,130.0,19,0,0,1,1,6,6,14.166666666666666,6,6,13.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
133.8,130.0,24,0,1,1,1,12,12,12.846153846153848,11,11,12.636363636363637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
150.0,150.0,20,0,0,0,1,6,6,13.0,6,2,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
130.5,127.0,21,0,0,1,1,5,5,12.8,5,4,11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
140.0,140.0,20,0,1,0,0,6,4,13.0,6,5,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119.4,126.0,19,0,0,1,1,7,7,13.371428571428572,8,8,13.666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
121.3,139.0,19,0,0,1,1,7,7,13.385714285714286,8,8,13.3875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
126.3,141.0,18,0,0,0,1,8,7,13.328571428571427,8,7,13.328571428571427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111.6,120.0,19,0,0,0,1,6,5,14.0,6,5,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111.3,120.0,21,0,0,0,1,5,5,12.6,5,5,13.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
122.5,134.0,19,0,0,1,1,6,6,14.0,6,6,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116.5,128.0,18,0,0,1,1,6,6,13.428571428571429,6,6,12.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
132.0,133.0,17,0,0,1,1,6,6,13.0,6,6,12.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
123.7,123.0,19,0,0,0,1,6,5,12.666666666666666,6,5,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
117.0,118.0,23,1,0,0,0,5,3,10.0,5,3,12.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.5,113.0,19,0,0,0,1,6,6,12.833333333333334,6,6,11.77777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121.5,135.0,18,0,0,0,1,7,6,12.916666666666666,7,6,12.916666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105.0,133.1,20,0,0,0,1,6,6,13.285714285714286,6,5,13.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121.3,130.0,19,0,0,1,1,5,5,14.6,5,5,13.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
136.1,135.0,18,0,0,1,1,6,6,14.0,6,6,13.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
123.6,133.0,19,0,0,1,1,6,6,14.142857142857142,6,6,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
129.0,123.0,19,0,0,0,1,6,6,11.666666666666666,6,6,12.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
136.8,145.0,18,0,0,0,1,8,8,14.3775,8,8,14.3775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
133.4,146.0,18,0,0,0,1,7,7,12.5,8,7,13.042857142857144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
136.0,144.0,19,0,0,1,1,7,6,14.15,7,6,14.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
125.8,144.0,19,0,0,1,1,8,7,12.471428571428572,8,7,12.471428571428572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.5,131.0,19,0,0,0,1,7,6,14.15,7,6,14.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130.2,141.0,21,0,0,0,1,7,7,14.072222222222225,8,8,14.0475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
135.9,138.0,18,0,0,0,1,6,6,14.857142857142858,6,6,14.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
116.5,127.0,19,0,0,1,1,6,6,14.285714285714286,6,6,13.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
124.0,124.0,18,0,0,0,0,4,0,0.0,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.0,140.0,30,0,0,0,1,6,0,0.0,6,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.9,157.0,18,0,0,0,1,6,6,15.0,6,5,15.166666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127.3,129.0,20,0,0,1,1,7,6,12.633333333333333,7,6,12.633333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100.0,133.1,25,0,1,0,0,5,5,11.2,5,5,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128.8,142.0,18,0,0,0,1,7,6,14.233333333333334,7,6,14.233333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119.7,133.0,21,0,0,0,1,5,5,12.2,5,3,11.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140.8,156.0,18,0,0,0,1,8,7,15.7,8,7,15.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138.0,151.0,18,0,0,0,1,7,6,15.2,7,6,15.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
132.9,135.0,29,0,0,0,0,6,6,16.333333333333332,6,5,15.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140.0,140.0,20,0,0,0,1,17,14,12.5625,12,12,12.857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
140.0,140.0,26,0,0,0,1,7,0,0.0,8,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.3,100.0,21,0,0,0,1,6,5,12.4,6,6,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119.3,126.0,19,0,0,1,1,8,8,13.78125,8,8,13.78125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
113.2,123.0,19,0,1,0,1,6,6,12.166666666666666,6,5,11.666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117.0,133.1,21,0,0,0,1,6,5,11.8,6,5,11.833333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
123.0,137.0,20,0,1,0,1,6,4,10.8,6,4,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
127.2,138.0,18,0,0,1,1,7,7,13.26,8,8,14.28625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
141.0,128.0,20,0,0,0,0,6,4,12.0,6,3,10.666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.7,136.0,20,0,0,1,1,6,6,11.875,6,6,14.428571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121.1,127.0,18,0,0,1,1,7,5,12.16,7,2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
146.1,145.0,18,0,0,0,1,6,1,15.0,6,4,12.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
142.5,140.0,18,0,0,0,1,6,6,13.333333333333334,6,5,13.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126.8,138.0,18,0,0,0,1,5,2,11.5,5,3,11.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
150.0,150.0,22,0,0,0,1,6,6,14.428571428571429,6,5,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
150.0,150.0,19,0,0,0,1,5,1,13.0,5,3,15.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
134.5,131.0,19,0,0,1,1,6,6,15.0,6,6,14.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
129.5,136.0,18,0,0,0,1,7,7,15.155555555555557,8,8,16.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113.2,117.0,20,0,1,0,1,6,6,10.666666666666666,6,6,11.857142857142858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
140.2,158.0,18,0,0,0,1,6,5,11.0,6,4,11.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119.2,129.0,21,0,0,0,1,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140.7,140.0,19,0,0,0,1,6,6,12.285714285714286,6,6,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
142.3,141.0,18,0,0,0,1,8,8,12.82875,8,8,12.82875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129.9,132.0,18,0,0,0,1,6,6,12.666666666666666,6,5,14.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
134.8,133.0,18,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
104.1,109.0,21,0,1,1,0,6,2,13.0,6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122.4,135.0,19,0,1,0,1,5,5,10.875,5,4,12.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.6,122.0,19,0,0,1,1,5,5,12.8,5,5,11.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112.4,118.0,19,0,0,0,1,6,5,11.285714285714286,6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157.9,174.0,18,0,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
125.9,142.0,19,0,0,1,1,6,0,0.0,6,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118.4,131.0,20,0,0,1,1,7,6,13.766666666666666,8,8,13.744444444444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130.8,139.0,18,0,0,0,0,8,6,12.758333333333333,8,6,12.758333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176.7,170.0,19,0,0,1,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.8,182.0,18,0,0,0,1,6,6,12.666666666666666,6,6,13.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126.8,125.0,18,0,0,0,1,6,6,12.0,6,4,12.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128.0,142.0,19,0,0,1,1,6,6,12.25,6,6,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113.8,119.0,20,0,0,0,1,5,3,11.333333333333334,5,5,12.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.8,128.0,19,0,0,1,1,7,7,13.507142857142856,8,8,13.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
130.8,150.0,18,0,0,0,1,8,7,13.614285714285714,8,7,13.614285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101.0,133.1,25,0,1,0,1,6,0,0.0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126.1,131.0,18,0,0,0,0,6,4,11.5,6,6,12.166666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
113.8,118.0,19,0,0,0,1,6,6,12.333333333333334,6,6,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
118.3,122.0,19,0,0,1,1,7,7,11.971428571428572,8,8,14.4375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
127.9,116.0,20,0,1,1,0,5,2,13.0,5,2,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.1,137.0,18,0,0,0,1,7,7,12.385714285714286,8,7,12.728571428571428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
117.9,128.0,20,0,0,0,1,5,2,13.5,5,5,11.285714285714286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
115.7,123.0,21,0,0,0,1,6,6,12.166666666666666,6,6,13.285714285714286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
141.0,133.1,19,0,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
120.0,110.0,42,0,0,0,1,6,6,11.666666666666666,6,6,13.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
131.8,143.0,18,0,1,0,0,6,5,12.4,6,5,14.166666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
131.1,150.0,19,0,0,1,1,6,5,13.4,6,6,12.833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
117.8,129.0,18,0,0,0,1,6,6,12.0,6,4,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
140.0,140.0,21,0,0,0,1,5,5,14.2,5,5,14.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108.0,133.1,20,0,0,1,1,6,6,12.125,6,6,14.428571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
122.9,132.0,20,0,0,0,1,7,7,13.857142857142858,7,7,13.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130.0,130.0,21,0,0,0,1,6,3,11.75,6,5,12.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
126.0,137.0,19,0,0,0,1,7,7,14.283333333333337,8,8,13.125555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
134.0,133.1,21,0,0,0,1,13,11,13.272727272727272,11,9,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
134.3,143.0,19,0,0,0,1,6,6,14.666666666666666,6,6,15.142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138.7,148.0,19,0,0,1,1,7,7,15.114999999999998,8,8,15.092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
143.3,137.0,18,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
160.0,160.0,22,0,0,0,1,6,6,15.0,6,6,13.142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
111.0,112.0,21,0,0,0,1,6,5,13.2,6,5,14.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
128.5,133.0,18,0,0,1,1,6,2,11.0,6,3,10.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133.0,142.0,20,0,0,1,1,8,7,14.565714285714288,8,7,14.565714285714288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
114.6,123.0,18,0,1,0,0,5,3,12.0,5,4,10.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104.1,103.0,20,0,0,0,1,6,0,0.0,5,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127.6,140.0,23,0,0,0,1,7,6,13.796666666666669,8,7,13.775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
151.0,159.0,18,0,0,0,1,6,6,14.833333333333334,6,6,15.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
135.7,140.0,20,0,0,0,1,6,6,12.833333333333334,6,6,13.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
137.8,148.0,18,0,0,1,1,8,7,14.962857142857144,8,7,14.962857142857144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
117.3,112.0,20,0,0,0,1,5,4,12.0,5,5,11.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121.2,131.0,18,0,0,0,1,7,7,12.4,8,8,12.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
129.3,145.0,20,0,0,0,1,6,6,15.571428571428571,6,6,17.166666666666668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
123.0,133.1,19,0,0,0,1,8,7,13.714285714285714,8,7,13.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
140.0,140.0,21,0,0,0,1,6,6,13.142857142857142,6,6,12.166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
140.0,140.0,33,0,0,0,1,6,6,15.0,6,3,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
144.6,150.0,24,0,1,0,0,5,1,13.0,5,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.3,120.0,20,0,0,1,1,11,11,12.0,11,11,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
153.6,156.0,18,0,0,0,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
158.3,167.0,18,0,0,0,1,6,6,15.166666666666666,6,6,14.166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100.0,133.1,29,0,1,0,1,6,4,12.0,6,2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134.9,147.0,18,0,0,0,1,7,7,13.642857142857142,8,8,14.772727272727272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
142.0,129.0,19,0,0,0,1,6,6,12.666666666666666,6,6,12.714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
127.3,136.0,19,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.5,128.0,18,0,0,1,1,6,5,10.8,6,6,10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
138.6,140.0,19,0,0,1,1,7,6,14.25,8,8,13.063636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
133.0,141.0,20,0,0,0,1,14,12,12.153846153846152,12,10,12.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136.2,133.0,19,0,0,0,1,6,1,11.5,6,2,10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
118.0,125.0,19,0,0,1,1,6,4,12.25,6,3,12.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
126.8,124.0,18,0,0,1,1,6,6,12.0,6,5,11.142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128.5,140.0,18,0,0,1,1,8,8,13.40375,8,8,13.40375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
129.9,140.0,19,0,0,1,1,6,6,11.333333333333334,6,3,12.666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
125.8,137.0,20,1,1,0,1,6,5,12.2,6,6,12.333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129.3,144.0,18,1,0,1,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
124.7,138.0,18,1,0,0,1,7,0,0.0,8,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.9,130.0,35,1,1,0,0,6,5,16.166666666666668,6,4,16.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127.3,142.0,18,1,0,0,1,5,3,11.0,5,3,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
129.0,136.0,19,1,0,1,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
98.0,133.1,19,1,0,1,1,6,4,12.0,6,6,12.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122.0,130.0,20,1,0,0,1,5,2,10.5,5,4,12.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
112.5,117.0,19,1,0,0,1,6,3,11.666666666666666,6,4,10.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
127.3,136.0,19,1,0,0,1,5,3,11.0,5,2,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.5,133.1,24,1,0,0,1,7,0,0.0,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122.0,140.0,29,1,1,0,0,6,4,12.5,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140.0,150.0,24,1,0,0,1,7,7,11.294444444444444,8,2,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
